0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55941	-0.138498	1.56174	-0.138705	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.63877	-0.144089	2.2786	-0.200912	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89124	-0.134962	2.21762	0.0960833	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.98799	-0.137079	2.41633	0.0928339	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85964	0.414384	3.299	0.815965	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.67014	0.401341	2.61285	0.594691	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07914	0.595678	2.20838	-0.0738739	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.07199	0.595367	2.40071	-0.0538889	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5745	1.65981	2.61854	1.8331	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5018	1.64845	2.35781	1.75038	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5947	2.31899	1.80293	-0.0979501	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6723	2.33117	2.3197	0.0255545	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6398	2.89923	3.60293	0.97819	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4561	2.86708	2.87591	0.839284	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0133	3.70568	2.25588	0.824533	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.1176	3.72683	2.41449	0.852414	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3329	4.73114	2.03435	1.1031	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4565	4.76014	2.46257	1.22209	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0775	5.5723	2.74855	0.527513	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.2383	5.61041	3.04041	0.595266	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6106	6.95639	1.78509	1.8467	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6638	6.97372	2.269	2.03166	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5813	8.09359	3.46938	0.503548	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5203	8.07827	3.14607	0.408525	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.947	9.87138	1.84093	2.74499	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9056	9.86092	1.92676	2.80432	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6103	10.7114	3.29122	-0.512131	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.732	10.7508	3.38255	-0.479362	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1475	12.0769	1.64108	2.5668	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.3042	12.1301	2.1433	2.74988	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.322	13.4755	3.72669	0.388368	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
