px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.33923	-7.04927	-2.69892	2.68596	0.50103	8.68846	-7.50096	4.95	-9.15	2.00004	2.00005	7.90505e-323
9.47471	-7.28349	-2.64763	2.67367	0.465408	8.77486	-7.80083	5.02283	-9.03066	1.47701e+15	5.05	7.90505e-323
9.60893	-7.52752	-2.5881	2.65935	0.430927	8.92041	-8.11276	5.1	-8.9	0.999704	2.99911	7.90505e-323
9.7452	-7.79985	-2.55646	2.62936	0.385456	9.04724	-8.3711	5.14109	-8.73073	1.47701e+15	5.15	7.90505e-323
9.88527	-8.09558	-2.55701	2.58557	0.330373	9.09379	-8.55764	5.25	-8.65	1.81848	1.81849	7.90505e-323
10.0195	-8.38338	-2.53583	2.54739	0.286432	9.40597	-8.96981	5.36408	-8.56805	1.47701e+15	5.35	7.90505e-323
10.1343	-8.68889	-2.52326	2.49647	0.23842	9.51544	-9.36256	5.45	-8.4	2.00068	3.00103	7.90505e-323
10.2134	-8.97138	-2.46459	2.44925	0.198631	9.62712	-9.59131	5.53874	-8.25196	1.47701e+15	5.55	7.90505e-323
10.2905	-9.26375	-2.41719	2.39834	0.157374	9.63311	-9.79216	5.65	-8.15	1.99952	1.99953	7.90505e-323
10.3789	-9.55222	-2.41739	2.35043	0.119958	9.61381	-9.98703	5.7459	-8.05196	1.47701e+15	5.75	7.90505e-323
10.4526	-9.85108	-2.40968	2.29643	0.0819941	9.7698	-10.3568	5.8	-7.95	0.999944	1.99989	7.90505e-323
10.4889	-10.1698	-2.37054	2.22574	0.0356558	9.8617	-10.6917	5.84978	-7.88144	1.47701e+15	5.85	7.90505e-323
10.4972	-10.4868	-2.33109	2.14851	-0.0120731	9.75887	-10.887	5.95	-7.75	1.99772	1.99772	7.90505e-323
10.5111	-10.8144	-2.31577	2.07363	-0.0538283	9.87245	-11.316	6.04031	-7.64732	1.47701e+15	6.05	7.90505e-323
10.5125	-11.148	-2.30689	1.99596	-0.094128	9.93142	-11.6783	6.15	-7.55	1.8199	1.8199	7.90505e-323
10.4628	-11.4707	-2.28499	1.90261	-0.143368	9.80843	-11.8702	6.23866	-7.45306	1.47701e+15	6.25	7.90505e-323
10.2214	-11.8581	-2.20223	1.69213	-0.273935	9.64519	-12.1714	6.4	-7.35	2.99605	1.99736	7.90505e-323
10.0822	-12.1843	-2.18454	1.56636	-0.333405	9.47014	-12.4324	6.55461	-7.24907	1.47701e+15	6.55	7.90505e-323
9.79324	-12.5273	-2.15101	1.34987	-0.455712	9.21558	-12.6577	6.65	-7.2	1.8206	0.910303	7.90505e-323
9.54101	-12.8089	-2.14004	1.1746	-0.541742	9.08802	-12.8351	6.74664	-7.15616	1.47701e+15	6.75	7.90505e-323
9.10731	-13.1115	-2.14535	0.871263	-0.713934	8.8569	-13.1416	6.85	-7.05	1.99848	1.99848	7.90505e-323
8.83689	-13.2806	-2.1484	0.716871	-0.768597	8.49168	-13.0983	6.95342	-6.96092	1.47701e+15	6.95	7.90505e-323
8.4029	-13.4056	-2.1851	0.427898	-0.923373	8.19421	-13.0768	7.1	-6.85	2.72688	1.81792	7.90505e-323
8.15168	-13.466	-2.18408	0.30204	-0.944155	7.9999	-13.1879	7.24929	-6.7261	1.47701e+15	7.25	7.90505e-323
7.78864	-13.4714	-2.22141	0.0806263	-1.03075	7.57824	-13.1345	7.35	-6.65	1.81821	1.81821	7.90505e-323
7.51301	-13.454	-2.22696	-0.058471	-1.04791	7.33241	-13.2718	7.46332	-6.54842	1.47701e+15	7.45	7.90505e-323
7.23972	-13.3975	-2.23014	-0.196975	-1.06175	6.97467	-13.1643	7.55	-6.5	1.81726	0.908632	7.90505e-323
6.9626	-13.309	-2.25561	-0.350027	-1.08653	6.7113	-13.2598	7.65373	-6.46481	1.47701e+15	7.65	7.90505e-323
6.69284	-13.1658	-2.28131	-0.509476	-1.11175	6.32545	-12.9303	7.8	-6.4	2.72951	0.909839	7.90505e-323
6.4607	-13.0292	-2.28259	-0.633374	-1.10789	6.09711	-13.0021	7.94162	-6.34466	1.47701e+15	7.95	7.90505e-323
6.25275	-12.9015	-2.28862	-0.738415	-1.09645	5.89343	-13.1185	8.05	-6.25	2.00047	2.00048	7.90505e-323
6.04906	-12.7398	-2.31178	-0.85081	-1.09101	5.61778	-12.8527	8.12355	-6.14389	1.47701e+15	8.15	7.90505e-323
5.8489	-12.5306	-2.34288	-0.973069	-1.08706	5.30917	-12.4284	8.3	-6.05	2.72702	1.81801	7.90505e-323
5.64977	-12.3308	-2.39406	-1.07173	-1.06986	5.13338	-12.4375	8.45315	-5.97158	1.47701e+15	8.45	7.90505e-323
5.49757	-12.1155	-2.3901	-1.17229	-1.0542	4.92993	-12.1787	8.55	-5.9	2.00127	1.00064	7.90505e-323
5.27636	-11.9114	-2.47878	-1.22135	-1.00755	4.79909	-11.9738	8.64207	-5.83392	1.47701e+15	8.65	7.90505e-323
5.15601	-11.6511	-2.47726	-1.32252	-0.996549	4.50688	-11.4491	8.8	-5.75	2.99963	1.99976	7.90505e-323
4.90696	-11.4257	-2.57396	-1.32579	-0.923496	4.46798	-11.2692	8.94256	-5.64534	1.47701e+15	8.95	7.90505e-323
4.8483	-11.1668	-2.54482	-1.42824	-0.925054	4.47788	-11.2387	9.05	-5.55	1.99699	1.997	7.90505e-323
4.80256	-10.8829	-2.54015	-1.52946	-0.924337	4.34978	-10.6819	9.15342	-5.45253	1.47701e+15	9.15	7.90505e-323
4.68059	-10.6356	-2.5689	-1.55841	-0.878337	4.45256	-10.5332	9.25	-5.35	1.8166	1.81659	7.90505e-323
4.65984	-10.3552	-2.58623	-1.63742	-0.870425	4.41237	-9.99477	9.34852	-5.23619	1.47701e+15	9.35	7.90505e-323
4.6637	-10.082	-2.60026	-1.71291	-0.860566	4.57379	-9.85032	9.45	-5.15	1.8222	1.82219	7.90505e-323
4.83047	-9.77925	-2.60032	-1.88092	-0.916956	4.60255	-9.4741	9.54207	-5.04728	1.47701e+15	9.55	7.90505e-323
4.86846	-9.50623	-2.60482	-1.94501	-0.889318	4.78405	-9.35872	9.65	-5	1.99604	0.998028	7.90505e-323
4.96613	-9.22781	-2.61373	-2.03029	-0.878217	4.92663	-9.02336	9.75	-4.94288	1.47701e+15	9.75	7.90505e-323
5.08051	-8.95359	-2.62315	-2.10677	-0.859418	5.1055	-8.72095	9.85	-4.85	1.81895	1.81894	7.90505e-323
5.30529	-8.70338	-2.64202	-2.24194	-0.890985	5.34134	-8.5519	9.94502	-4.76247	1.47701e+15	9.95	7.90505e-323
5.44338	-8.46635	-2.6336	-2.29749	-0.852738	5.5122	-8.36624	10.05	-4.6	1.81966	2.72951	7.90505e-323
5.71591	-8.2679	-2.65689	-2.44116	-0.896169	5.72065	-8.20245	10.1384	-4.4533	1.47701e+15	10.15	7.90505e-323
5.84907	-8.05025	-2.62101	-2.45408	-0.815745	5.99121	-7.96746	10.25	-4.35	1.81908	1.81907	7.90505e-323
6.06085	-7.85097	-2.61797	-2.51629	-0.787184	6.20599	-7.74241	10.3492	-4.25956	1.47701e+15	10.35	7.90505e-323
6.26724	-7.65021	-2.60973	-2.56012	-0.744425	6.39144	-7.48582	10.45	-4.1	2.00061	3.0009	7.90505e-323
6.51674	-7.47501	-2.61808	-2.62877	-0.729623	6.66209	-7.31025	10.5557	-3.96034	1.47701e+15	10.55	7.90505e-323
6.73114	-7.28124	-2.60456	-2.65319	-0.674722	6.83447	-7.05268	10.65	-3.85	1.99963	1.99964	7.90505e-323
6.98734	-7.12539	-2.62028	-2.71185	-0.662358	7.13677	-6.88363	10.7394	-3.74821	1.47701e+15	10.75	7.90505e-323
7.14818	-6.91063	-2.58079	-2.67389	-0.560413	7.234	-6.59525	10.8	-3.6	0.999844	2.99952	7.90505e-323
7.46765	-6.82601	-2.62995	-2.78874	-0.615362	7.67988	-6.69347	10.8596	-3.4348	1.47701e+15	10.85	7.90505e-323
7.7049	-6.67339	-2.59876	-2.7931	-0.549967	7.94309	-6.60222	10.95	-3.35	2.00065	2.00064	7.90505e-323
7.9781	-6.54369	-2.61472	-2.84366	-0.5453	7.9171	-6.24084	11.0504	-3.25128	1.47701e+15	11.05	7.90505e-323
8.18802	-6.35585	-2.56011	-2.80108	-0.443486	8.37368	-6.18614	11.1	-3.1	0.998546	2.99563	7.90505e-323
8.4735	-6.23206	-2.58974	-2.85155	-0.45215	8.43843	-5.87193	11.1569	-2.944	1.47701e+15	11.15	7.90505e-323
8.70795	-6.05289	-2.56478	-2.82662	-0.383067	8.76652	-5.75601	11.15	-2.8	0	2.73104	7.90505e-323
8.96964	-5.89234	-2.57519	-2.83425	-0.357987	8.91028	-5.47662	11.141	-2.65084	1.47701e+15	11.15	7.90505e-323
9.21313	-5.70445	-2.55982	-2.80195	-0.293232	9.32693	-5.39468	11.15	-2.55	0	1.81785	7.90505e-323
9.47291	-5.53165	-2.5694	-2.79601	-0.265002	9.4498	-5.12838	11.1497	-2.45904	1.47701e+15	11.15	7.90505e-323
9.67459	-5.29056	-2.53434	-2.70973	-0.15928	9.83281	-5.00671	11.25	-2.25	1.99733	3.99465	7.90505e-323
9.89732	-5.08542	-2.53086	-2.66637	-0.107232	9.96003	-4.81123	11.3591	-2.05184	1.47701e+15	11.35	7.90505e-323
10.1241	-4.86843	-2.52966	-2.62286	-0.060749	10.1357	-4.58625	11.35	-1.95	0	1.81854	7.90505e-323
10.3761	-4.69521	-2.5492	-2.62855	-0.0679968	10.3185	-4.35401	11.3504	-1.8663	1.47701e+15	11.35	7.90505e-323
10.5413	-4.38305	-2.51961	-2.50104	0.0541552	10.5826	-4.11494	11.35	-1.7	0	2.72762	7.90505e-323
10.7305	-4.11733	-2.5223	-2.43475	0.103272	10.6618	-3.80699	11.3568	-1.53205	1.47701e+15	11.35	7.90505e-323
10.9334	-3.88319	-2.53398	-2.4046	0.113256	10.8593	-3.57039	11.3	-1.4	-0.908846	2.72653	7.90505e-323
11.0724	-3.56399	-2.53056	-2.29482	0.198017	11.0183	-3.30073	11.2429	-1.24238	1.47701e+15	11.25	7.90505e-323
11.2017	-3.25335	-2.53422	-2.20129	0.258837	11.1054	-3.01303	11.15	-1.1	-1.82014	2.73021	7.90505e-323
11.3146	-2.94285	-2.54059	-2.11543	0.305877	11.1758	-2.69942	11.0544	-0.927069	1.47701e+15	11.05	7.90505e-323
11.3335	-2.53744	-2.55171	-1.92038	0.455948	11.4549	-2.46508	11	-0.799999	-1.00036	3.00107	7.90505e-323
11.4715	-2.31985	-2.54132	-1.94577	0.378442	11.2202	-2.08176	10.9434	-0.640459	1.47701e+15	10.95	7.90505e-323
11.4826	-1.97699	-2.549	-1.82886	0.442493	11.224	-1.77367	10.85	-0.5	-2.00003	3.00006	7.90505e-323
11.488	-1.65135	-2.55758	-1.73237	0.481835	11.2691	-1.47976	10.7471	-0.362528	1.47701e+15	10.75	7.90505e-323
11.358	-1.27504	-2.58619	-1.52579	0.627365	11.2507	-1.19626	10.65	-0.3	-1.81779	0.908892	7.90505e-323
11.248	-0.966434	-2.60479	-1.39253	0.689545	10.9697	-0.89157	10.547	-0.266677	1.47701e+15	10.55	7.90505e-323
11.0874	-0.656325	-2.63264	-1.23568	0.767487	10.8913	-0.655608	10.4	-0.15	-3.00061	2.00041	7.90505e-323
10.9262	-0.377615	-2.64761	-1.10752	0.808845	10.827	-0.442912	10.2485	-0.0475524	1.47701e+15	10.25	7.90505e-323
10.6522	-0.116585	-2.70255	-0.904009	0.922711	10.5503	-0.248633	10.15	-0.0499992	-1.99645	0	7.90505e-323
10.4412	0.0675476	-2.69983	-0.790955	0.941881	10.2559	-0.115293	10.0313	-0.0518611	1.47701e+15	10.05	7.90505e-323
10.2288	0.222364	-2.68381	-0.691418	0.946456	10.0717	0.0165033	9.9	9.49949e-07	-2.73175	0.910584	7.90505e-323
9.95718	0.341698	-2.69903	-0.548837	0.992525	9.8478	0.0279858	9.74695	0.0464954	1.47701e+15	9.75	7.90505e-323
9.67392	0.424406	-2.70931	-0.410172	1.02914	9.54682	0.0997641	9.6	0.100001	-2.99544	0.998471	7.90505e-323
9.43432	0.46869	-2.64606	-0.31202	1.02042	9.46113	0.134275	9.45825	0.149456	1.47701e+15	9.45	7.90505e-323
9.13145	0.492467	-2.65903	-0.172383	1.04836	9.02723	0.196492	9.35	0.15	-1.81963	0	7.90505e-323
8.83641	0.485474	-2.67298	-0.0414961	1.06861	8.67607	0.247512	9.24456	0.139817	1.47701e+15	9.25	7.90505e-323
8.54472	0.437405	-2.65962	0.0906547	1.08289	8.44086	0.253341	9.1	0.2	-3.00059	1.0002	7.90505e-323
8.24745	0.377719	-2.68035	0.215385	1.08937	8.1066	0.204722	8.96281	0.250937	1.47701e+15	8.95	7.90505e-323
7.96744	0.308431	-2.71138	0.321545	1.08428	7.82213	0.149733	8.8	0.25	-2.99995	0	7.90505e-323
7.68674	0.188377	-2.72174	0.44295	1.0872	7.49691	0.101076	8.65606	0.24536	1.47701e+15	8.65	7.90505e-323
7.42193	0.0129644	-2.72174	0.582856	1.10469	7.13188	-0.00451978	8.5	0.25	-2.99323	0	7.90505e-323
7.14186	-0.0745364	-2.75603	0.634732	1.04834	6.77233	-0.150907	8.34184	0.250769	1.47701e+15	8.35	7.90505e-323
6.93922	-0.367675	-2.75066	0.825518	1.1129	6.70421	-0.347264	8.2	0.25	-2.73233	0	7.90505e-323
6.74507	-0.534052	-2.74969	0.899902	1.08155	6.72084	-0.550555	8.03847	0.260731	1.47701e+15	8.05	7.90505e-323
6.59781	-0.811003	-2.76297	1.0511	1.11802	6.40088	-0.78131	7.9	0.2	-3.00234	-1.00078	7.90505e-323
6.479	-1.08276	-2.77398	1.18238	1.13456	6.37766	-1.0844	7.73327	0.149199	1.47701e+15	7.75	7.90505e-323
6.43464	-1.40282	-2.79452	1.35061	1.18377	6.5527	-1.43518	7.6	0.15	-2.99599	0	7.90505e-323
6.37977	-1.68148	-2.78966	1.46627	1.17655	6.33086	-1.6454	7.45455	0.149294	1.47701e+15	7.45	7.90505e-323
6.3845	-1.99257	-2.80631	1.61232	1.19873	6.34522	-1.96081	7.35	0.100001	-1.81801	-0.908998	7.90505e-323
6.37362	-2.24187	-2.7774	1.69442	1.16222	6.3068	-2.23646	7.26713	0.055036	1.47701e+15	7.25	7.90505e-323
6.38666	-2.49605	-2.75694	1.78182	1.13483	6.26272	-2.46894	7.1	-0.0499995	-2.72495	-1.81664	7.90505e-323
6.46246	-2.77305	-2.77433	1.90437	1.14473	6.38105	-2.77438	6.93127	-0.133333	1.47701e+15	6.95	7.90505e-323
6.57377	-3.05467	-2.80879	2.03144	1.1577	6.50958	-3.15806	6.9	-0.25	-0.910634	-1.82126	7.90505e-323
6.67619	-3.30631	-2.77629	2.11943	1.12362	6.64067	-3.46888	6.84796	-0.34284	1.47701e+15	6.85	7.90505e-323
6.8171	-3.56345	-2.78728	2.2246	1.11288	6.70376	-3.69784	6.7	-0.45	-2.99641	-1.99759	7.90505e-323
6.94288	-3.79896	-2.76879	2.30581	1.08293	6.65288	-3.91672	6.54772	-0.536719	1.47701e+15	6.55	7.90505e-323
7.09269	-4.0225	-2.71978	2.38392	1.04613	6.9447	-4.2991	6.5	-0.7	-0.909955	-2.72986	7.90505e-323
7.25948	-4.2472	-2.72247	2.46155	1.02056	7.09552	-4.55441	6.45451	-0.851695	1.47701e+15	6.45	7.90505e-323
7.43379	-4.48776	-2.77408	2.5261	0.99281	7.25009	-4.88515	6.4	-1	-0.999224	-2.99766	7.90505e-323
7.59268	-4.67532	-2.73717	2.58346	0.961981	7.33292	-5.08676	6.3554	-1.1624	1.47701e+15	6.35	7.90505e-323
7.7526	-4.87798	-2.72939	2.6295	0.926852	7.40318	-5.28627	6.3	-1.3	-0.908722	-2.72618	7.90505e-323
7.90963	-5.09458	-2.73483	2.66145	0.884965	7.46878	-5.50726	6.2299	-1.45381	1.47701e+15	6.25	7.90505e-323
8.07486	-5.30006	-2.72406	2.69265	0.84659	7.70927	-5.8194	6.3	-1.6	0.910485	-2.73144	7.90505e-323
8.2326	-5.51872	-2.72427	2.70944	0.801215	7.71187	-5.94164	6.34473	-1.75136	1.47701e+15	6.35	7.90505e-323
8.40048	-5.70486	-2.69097	2.73868	0.770761	8.03808	-6.28852	6.35	-1.9	0	-2.99515	7.90505e-323
8.57098	-5.96489	-2.72103	2.7276	0.708495	8.1071	-6.48544	6.35828	-2.03886	1.47701e+15	6.35	7.90505e-323
8.74967	-6.14814	-2.67198	2.75647	0.685007	8.38768	-6.7963	6.35	-2.2	0	-2.72856	7.90505e-323
8.93456	-6.40714	-2.67739	2.74544	0.63023	8.58336	-7.15056	6.34057	-2.34076	1.47701e+15	6.35	7.90505e-323
9.08133	-6.64438	-2.6645	2.7297	0.580066	8.37938	-7.10665	6.4	-2.5	0.908227	-2.7247	7.90505e-323
9.24349	-6.9042	-2.66312	2.70609	0.527578	8.76035	-7.57239	6.45265	-2.65056	1.47701e+15	6.45	7.90505e-323
9.38123	-7.11982	-2.61346	2.69976	0.49628	8.81118	-7.75569	6.45	-2.8	0	-2.72732	7.90505e-323
9.55234	-7.42596	-2.6502	2.6513	0.428787	9.07758	-8.1058	6.45762	-2.94003	1.47701e+15	6.45	7.90505e-323
9.67899	-7.65479	-2.60114	2.63452	0.396501	9.05557	-8.22632	6.5	-3.15	0.909078	-3.6363	7.90505e-323
9.8252	-7.91675	-2.57595	2.60787	0.356751	9.30408	-8.57245	6.54349	-3.33906	1.47701e+15	6.55	7.90505e-323
9.95144	-8.18121	-2.53869	2.57718	0.316335	9.15971	-8.67035	6.6	-3.5	0.910038	-2.7301	7.90505e-323
10.0878	-8.48931	-2.54658	2.52691	0.264697	9.47941	-9.179	6.65608	-3.67065	1.47701e+15	6.65	7.90505e-323
10.1758	-8.76371	-2.48809	2.48447	0.226409	9.53008	-9.38561	6.7	-3.8	0.908095	-2.7243	7.90505e-323
10.2797	-9.05696	-2.46167	2.43835	0.185518	9.60163	-9.60777	6.74422	-3.95901	1.47701e+15	6.75	7.90505e-323
10.3822	-9.36035	-2.45193	2.38864	0.144867	9.69155	-9.89958	6.8	-4.1	0.910949	-2.73284	7.90505e-323
10.4347	-9.66055	-2.40099	2.32854	0.101411	9.69256	-10.1336	6.83817	-4.25449	1.47701e+15	6.85	7.90505e-323
10.5282	-9.96349	-2.42176	2.28083	0.0693543	9.82419	-10.5024	6.9	-4.35	0.999834	-1.99968	7.90505e-323
10.5622	-10.2623	-2.40217	2.21666	0.0290159	9.825	-10.7525	6.94879	-4.45387	1.47701e+15	6.95	7.90505e-323
10.5246	-10.589	-2.33851	2.11706	-0.0331894	9.91881	-11.1448	7.05	-4.6	1.99653	-2.99479	7.90505e-323
10.5189	-10.8974	-2.31288	2.04087	-0.0757899	9.83851	-11.2795	7.14339	-4.76622	1.47701e+15	7.15	7.90505e-323
10.4892	-11.2116	-2.28996	1.95681	-0.120465	9.79654	-11.5922	7.2	-4.85	1.00098	-2.00196	7.90505e-323
10.4702	-11.518	-2.28645	1.88715	-0.150873	9.77699	-11.9246	7.25883	-4.94719	1.47701e+15	7.25	7.90505e-323
10.3225	-11.8742	-2.24083	1.74049	-0.234346	9.63743	-12.1863	7.3	-5.1	0.90969	-2.72906	7.90505e-323
10.0462	-12.2609	-2.18355	1.51725	-0.367879	9.47157	-12.4849	7.33925	-5.24908	1.47701e+15	7.35	7.90505e-323
9.84689	-12.5754	-2.16849	1.36646	-0.439983	9.32154	-12.7193	7.45	-5.4	1.99976	-2.99964	7.90505e-323
9.42278	-12.9106	-2.14098	1.06576	-0.618255	9.04013	-12.7738	7.5499	-5.55354	1.47701e+15	7.55	7.90505e-323
9.06716	-13.152	-2.14599	0.832545	-0.7369	8.73518	-13.0163	7.6	-5.65	1.00038	-2.00076	7.90505e-323
8.71405	-13.3199	-2.16038	0.610087	-0.841645	8.48414	-13.0416	7.64483	-5.73357	1.47701e+15	7.65	7.90505e-323
8.41738	-13.4309	-2.16988	0.446155	-0.892579	8.19497	-13.1991	7.75	-5.9	1.81659	-2.7249	7.90505e-323
8.0755	-13.4856	-2.19351	0.245807	-0.967497	7.88931	-13.1791	7.84396	-6.051	1.47701e+15	7.85	7.90505e-323
7.75033	-13.4838	-2.21476	0.0615011	-1.0241	7.52542	-13.1457	7.9	-6.15	0.909251	-1.81851	7.90505e-323
7.38393	-13.4112	-2.27558	-0.176034	-1.11773	7.19347	-13.1392	7.95018	-6.25957	1.47701e+15	7.95	7.90505e-323
7.14265	-13.3461	-2.25272	-0.28619	-1.10369	6.90569	-13.1515	8.05	-6.35	1.81576	-1.81577	7.90505e-323
6.91865	-13.2845	-2.24067	-0.385411	-1.0875	6.69426	-13.3705	8.15891	-6.45832	1.47701e+15	8.15	7.90505e-323
6.69998	-13.1909	-2.24197	-0.494831	-1.08421	6.4246	-13.2048	8.25	-6.6	1.8218	-2.73269	7.90505e-323
6.47905	-13.0746	-2.24895	-0.608158	-1.08021	6.162	-13.1569	8.33273	-6.74641	1.47701e+15	8.35	7.90505e-323
6.25533	-12.9193	-2.25696	-0.729369	-1.07603	5.78184	-12.8825	8.4	-6.9	0.907987	-2.72401	7.90505e-323
6.03606	-12.7419	-2.29447	-0.852252	-1.07557	5.54035	-12.7925	8.44383	-7.03914	1.47701e+15	8.45	7.90505e-323
5.82759	-12.5466	-2.34292	-0.966491	-1.06966	5.33087	-12.5965	8.5	-7.2	0.910054	-2.73014	7.90505e-323
5.64276	-12.364	-2.35977	-1.05815	-1.04943	5.13793	-12.5907	8.55761	-7.36836	1.47701e+15	8.55	7.90505e-323
5.42736	-12.1485	-2.43834	-1.13877	-1.02257	4.81467	-12.1072	8.65	-7.45	1.99827	-1.99828	7.90505e-323
5.28754	-11.902	-2.44082	-1.24064	-1.01042	4.6829	-11.7433	8.7565	-7.55536	1.47701e+15	8.75	7.90505e-323
5.11813	-11.673	-2.48055	-1.30464	-0.977311	4.61619	-11.6508	8.8	-7.7	0.909061	-2.72717	7.90505e-323
4.86916	-11.4318	-2.58846	-1.31351	-0.909152	4.48104	-11.1618	8.85031	-7.85391	1.47701e+15	8.85	7.90505e-323
4.85107	-11.1429	-2.54752	-1.44333	-0.927211	4.46178	-10.9843	8.9	-8	0.908945	-2.72688	7.90505e-323
4.86026	-10.8851	-2.50914	-1.56499	-0.944119	4.60972	-11.1274	8.95085	-8.16397	1.47701e+15	8.95	7.90505e-323
4.65889	-10.6386	-2.56229	-1.54713	-0.860363	4.43099	-10.4242	9.05	-8.25	1.82026	-1.82027	7.90505e-323
4.66096	-10.3407	-2.57038	-1.64367	-0.86057	4.52156	-10.1192	9.15149	-8.34807	1.47701e+15	9.15	7.90505e-323
4.64519	-10.0503	-2.59438	-1.70794	-0.83907	4.5897	-9.73456	9.2	-8.5	0.999884	-2.99963	7.90505e-323
4.77969	-9.74559	-2.60129	-1.85276	-0.878979	4.61159	-9.38621	9.22902	-8.65053	1.47701e+15	9.25	7.90505e-323
4.85541	-9.46779	-2.61297	-1.93824	-0.872129	4.80746	-9.23434	9.3	-8.8	0.999284	-2.99783	7.90505e-323
4.92045	-9.20035	-2.62059	-1.99522	-0.841323	5.03379	-9.03255	9.36398	-8.95164	1.47701e+15	9.35	7.90505e-323
5.13781	-8.9353	-2.63526	-2.14017	-0.880919	5.21058	-8.83852	9.4	-9.05	0.909209	-1.81844	7.90505e-323
5.27877	-8.67889	-2.63943	-2.21364	-0.858828	5.33786	-8.49992	9.43696	-9.1575	1.47701e+15	9.45	7.90505e-323
5.48171	-8.43976	-2.65158	-2.31326	-0.860103	5.58025	-8.28767	9.5	-9.3	0.908483	-2.72543	7.90505e-323
5.70274	-8.22519	-2.65906	-2.40925	-0.858105	5.83663	-8.14888	9.53884	-9.45193	1.47701e+15	9.55	7.90505e-323
5.90994	-8.02153	-2.65622	-2.48195	-0.836541	5.99151	-7.92468	9.6	-9.6	0.909756	-2.72927	7.90505e-323
6.05593	-7.78461	-2.63239	-2.49037	-0.758675	6.05883	-7.47931	9.67284	-9.75791	1.47701e+15	9.65	7.90505e-323
6.3075	-7.58851	-2.65296	-2.57391	-0.758243	6.3458	-7.29797	9.7	-9.9	0.998626	-2.99586	7.90505e-323
6.55775	-7.40788	-2.66297	-2.64273	-0.743861	6.61964	-7.17343	9.74713	-10.0467	1.47701e+15	9.75	7.90505e-323
6.81349	-7.24227	-2.66696	-2.70284	-0.722078	6.91901	-7.04822	9.75	-10.2	0	-2.72857	7.90505e-323
7.0284	-7.05094	-2.64064	-2.71105	-0.652098	7.12574	-6.81829	9.74697	-10.3629	1.47701e+15	9.75	7.90505e-323
7.24604	-6.85837	-2.61782	-2.71426	-0.585448	7.30586	-6.61905	9.8	-10.5	0.909773	-2.7293	7.90505e-323
7.52916	-6.72178	-2.63964	-2.77918	-0.588155	7.59546	-6.48319	9.86261	-10.6462	1.47701e+15	9.85	7.90505e-323
7.77791	-6.57144	-2.62605	-2.80041	-0.545996	7.8486	-6.40709	9.85	-10.8	0	-2.72846	7.90505e-323
8.02989	-6.42623	-2.61619	-2.82113	-0.509322	8.05398	-6.23227	9.8455	-10.9408	1.47701e+15	9.85	7.90505e-323
8.29555	-6.27985	-2.62009	-2.84421	-0.48129	8.32369	-5.98136	9.85	-11.1	0	-2.72748	7.90505e-323
8.53733	-6.10664	-2.59724	-2.82753	-0.415523	8.63806	-5.84559	9.83549	-11.2481	1.47701e+15	9.85	7.90505e-323
8.81615	-5.96438	-2.60568	-2.84161	-0.387454	9.00947	-5.71389	9.85	-11.4	0	-2.9967	7.90505e-323
9.061	-5.77634	-2.58962	-2.81282	-0.322873	9.13937	-5.44533	9.87136	-11.5692	1.47701e+15	9.85	7.90505e-323
9.30752	-5.59558	-2.58378	-2.79454	-0.277693	9.26221	-5.25032	9.8	-11.7	-0.909227	-2.72768	7.90505e-323
9.53719	-5.38638	-2.556	-2.73623	-0.193612	9.71784	-5.19928	9.74749	-11.8623	1.47701e+15	9.75	7.90505e-323
9.75884	-5.16358	-2.54426	-2.68614	-0.132609	9.67182	-4.82288	9.7	-12	-0.908714	-2.72613	7.90505e-323
9.9782	-4.93549	-2.53608	-2.63275	-0.0740665	9.94653	-4.64316	9.65408	-12.1513	1.47701e+15	9.65	7.90505e-323
10.2513	-4.78041	-2.56154	-2.6474	-0.0853098	10.4074	-4.52899	9.6	-12.25	-0.909639	-1.81931	7.90505e-323
10.4173	-4.47239	-2.5292	-2.52431	0.0342297	10.3837	-4.17982	9.54006	-12.3354	1.47701e+15	9.55	7.90505e-323
10.6315	-4.24891	-2.53771	-2.49289	0.0529365	10.5531	-3.94939	9.45	-12.45	-1.81824	-1.81825	7.90505e-323
10.8145	-3.986	-2.53913	-2.43418	0.0934965	10.6157	-3.63689	9.35049	-12.5377	1.47701e+15	9.35	7.90505e-323
10.9557	-3.68524	-2.53703	-2.33811	0.166216	10.8149	-3.35552	9.2	-12.65	-2.72578	-1.81718	7.90505e-323
11.1329	-3.45607	-2.54771	-2.32041	0.157066	10.9078	-3.10703	9.04708	-12.7528	1.47701e+15	9.05	7.90505e-323
11.2627	-3.1464	-2.54911	-2.22809	0.220855	11.1507	-2.87978	8.95	-12.85	-1.8192	-1.81921	7.90505e-323
11.2771	-2.73507	-2.54575	-2.01918	0.391801	11.2614	-2.58697	8.84904	-12.9423	1.47701e+15	8.85	7.90505e-323
11.3723	-2.46295	-2.55032	-1.96613	0.398065	11.2346	-2.28949	8.7	-13.05	-2.72781	-1.81854	7.90505e-323
11.4478	-2.17315	-2.5514	-1.9109	0.402178	11.1623	-1.9797	8.5479	-13.1496	1.47701e+15	8.55	7.90505e-323
