px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.75643	-9.55626	-2.6284	-1.88122	-0.856767	4.74852	-9.27389	9.7586	-4.93134	1.47701e+15	9.75	7.90505e-323
4.97311	-9.29926	-2.6349	-2.04444	-0.915113	4.98605	-9.20516	9.85	-4.85	1.81578	1.81577	7.90505e-323
5.01324	-9.06046	-2.62955	-2.07188	-0.861338	5.12819	-8.95913	9.95641	-4.74358	1.47701e+15	9.95	7.90505e-323
5.23887	-8.82756	-2.64214	-2.21259	-0.900571	5.33883	-8.81618	10.05	-4.6	1.82039	2.7306	7.90505e-323
5.33448	-8.57863	-2.6364	-2.24504	-0.84511	5.38848	-8.31037	10.1428	-4.45119	1.47701e+15	10.15	7.90505e-323
5.54217	-8.35576	-2.6601	-2.3477	-0.858639	5.56632	-8.04704	10.25	-4.3	1.81769	2.72652	7.90505e-323
5.68162	-8.13581	-2.65219	-2.38238	-0.809774	5.78426	-7.91676	10.3644	-4.16342	1.47701e+15	10.35	7.90505e-323
5.86175	-7.9283	-2.65625	-2.43904	-0.785568	5.92249	-7.69769	10.45	-4.05	1.81792	1.81792	7.90505e-323
6.06475	-7.7268	-2.65713	-2.49661	-0.760111	6.16773	-7.55437	10.5415	-3.9454	1.47701e+15	10.55	7.90505e-323
6.30913	-7.53695	-2.68192	-2.58181	-0.766644	6.25322	-7.17734	10.65	-3.85	1.81903	1.81904	7.90505e-323
6.56473	-7.37968	-2.69362	-2.66021	-0.763347	6.67172	-7.23041	10.7616	-3.75002	1.47701e+15	10.75	7.90505e-323
6.75986	-7.19663	-2.66599	-2.67525	-0.699983	6.79888	-6.99594	10.8	-3.6	0.909773	2.72931	7.90505e-323
7.01779	-7.05704	-2.67063	-2.73559	-0.685427	7.17955	-6.9446	10.8527	-3.46164	1.47701e+15	10.85	7.90505e-323
7.24153	-6.87868	-2.63915	-2.74	-0.613595	7.42782	-6.72337	10.95	-3.3	1.99953	2.99928	7.90505e-323
7.49106	-6.72035	-2.63286	-2.77009	-0.577929	7.54452	-6.5069	11.0447	-3.1561	1.47701e+15	11.05	7.90505e-323
7.77659	-6.60573	-2.647	-2.83192	-0.57733	7.8635	-6.45394	11.1	-3	0.907725	2.72317	7.90505e-323
7.98265	-6.42981	-2.61311	-2.81651	-0.506411	7.89525	-6.11857	11.1427	-2.86566	1.47701e+15	11.15	7.90505e-323
8.22969	-6.28717	-2.60816	-2.83026	-0.469814	8.31423	-6.05705	11.2	-2.7	0.908929	2.72678	7.90505e-323
8.46979	-6.13859	-2.59718	-2.83193	-0.42566	8.53167	-5.90349	11.2525	-2.55311	1.47701e+15	11.25	7.90505e-323
8.7271	-6.02409	-2.60742	-2.85568	-0.409422	8.88764	-5.82241	11.2	-2.4	-0.909276	2.72782	7.90505e-323
8.96084	-5.86862	-2.59234	-2.83403	-0.349323	9.21669	-5.64514	11.1594	-2.25598	1.47701e+15	11.15	7.90505e-323
9.18306	-5.6736	-2.57318	-2.79458	-0.281536	9.16723	-5.29709	11.25	-2.1	1.81915	2.72871	7.90505e-323
9.41392	-5.46424	-2.5576	-2.75048	-0.215538	9.39027	-5.1041	11.3525	-1.95787	1.47701e+15	11.35	7.90505e-323
9.65299	-5.30124	-2.5608	-2.74075	-0.19018	9.62802	-5.02338	11.35	-1.8	0	2.73035	7.90505e-323
9.86442	-5.09538	-2.54314	-2.68815	-0.124807	9.88102	-4.86216	11.3326	-1.67041	1.47701e+15	11.35	7.90505e-323
10.0743	-4.86139	-2.52632	-2.62188	-0.0532068	10.0747	-4.62454	11.3	-1.5	-0.999165	2.99748	7.90505e-323
10.2812	-4.62667	-2.52111	-2.56757	-0.00317612	10.1743	-4.32841	11.2595	-1.35818	1.47701e+15	11.25	7.90505e-323
10.4841	-4.39799	-2.52329	-2.51401	0.0429275	10.56	-4.15868	11.2	-1.25	-0.909822	1.81964	7.90505e-323
10.695	-4.19926	-2.53997	-2.49282	0.0524814	10.7738	-3.89129	11.1524	-1.15803	1.47701e+15	11.15	7.90505e-323
10.8232	-3.89158	-2.52846	-2.37284	0.153792	10.7674	-3.58281	11.05	-0.95	-1.99817	3.99632	7.90505e-323
11.0099	-3.68162	-2.54316	-2.35657	0.147382	10.9601	-3.36033	10.9584	-0.728742	1.47701e+15	10.95	7.90505e-323
11.1226	-3.3764	-2.54315	-2.2499	0.226837	11.0282	-3.07488	10.9	-0.649999	-0.908549	1.8171	7.90505e-323
11.195	-3.01625	-2.54603	-2.10016	0.339618	11.1386	-2.78926	10.8648	-0.553034	1.47701e+15	10.85	7.90505e-323
11.2564	-2.67288	-2.55203	-1.9755	0.417114	11.1042	-2.54354	10.75	-0.45	-1.8174	1.81738	7.90505e-323
11.3859	-2.4541	-2.54698	-1.98226	0.364241	11.1658	-2.25651	10.6542	-0.347474	1.47701e+15	10.65	7.90505e-323
11.4303	-2.13631	-2.55729	-1.885	0.414385	11.3117	-1.92025	10.5	-0.25	-2.72796	1.81864	7.90505e-323
11.4732	-1.8254	-2.56574	-1.8018	0.44694	11.4185	-1.70062	10.3438	-0.150982	1.47701e+15	10.35	7.90505e-323
11.4147	-1.46904	-2.57975	-1.64827	0.542491	11.2541	-1.38373	10.25	-0.0999996	-1.81964	0.909826	7.90505e-323
11.2873	-1.10756	-2.60346	-1.46759	0.654509	11.0754	-1.08747	10.1537	-0.0482457	1.47701e+15	10.15	7.90505e-323
11.1662	-0.801008	-2.61938	-1.33536	0.711723	10.9247	-0.791254	10	9.49949e-07	-2.73049	0.910169	7.90505e-323
10.9735	-0.50228	-2.65347	-1.16711	0.800835	10.7146	-0.485949	9.85676	0.0351738	1.47701e+15	9.85	7.90505e-323
10.8061	-0.245284	-2.6657	-1.04738	0.834147	10.6895	-0.304531	9.7	0.0500011	-2.72439	0	7.90505e-323
10.5554	-0.00596278	-2.70588	-0.874345	0.917321	10.5032	-0.154501	9.54669	0.0374948	1.47701e+15	9.55	7.90505e-323
10.3494	0.163368	-2.69068	-0.772494	0.926225	10.1407	-0.0721585	9.4	0.100001	-2.72773	0.90923	7.90505e-323
10.0996	0.31234	-2.6963	-0.639958	0.962466	10.0898	-0.00166396	9.24446	0.153574	1.47701e+15	9.25	7.90505e-323
9.78989	0.419948	-2.71147	-0.484239	1.0118	9.50401	0.0833188	9.1	0.2	-2.72652	0.908843	7.90505e-323
9.52594	0.483553	-2.65853	-0.378239	1.00741	9.22819	0.16178	8.94752	0.260272	1.47701e+15	8.95	7.90505e-323
9.22266	0.521325	-2.66568	-0.238028	1.03715	9.0729	0.205961	8.85	0.25	-1.81847	0	7.90505e-323
8.9366	0.525928	-2.66839	-0.109238	1.05792	8.84168	0.257617	8.76016	0.263752	1.47701e+15	8.75	7.90505e-323
8.64166	0.493593	-2.66977	0.0228348	1.07689	8.43549	0.247188	8.55	0.25	-3.6326	0	7.90505e-323
8.35253	0.427236	-2.65869	0.156467	1.09174	8.27073	0.243988	8.35367	0.252596	1.47701e+15	8.35	7.90505e-323
8.06625	0.35311	-2.67393	0.278269	1.09566	7.98053	0.204587	8.2	0.25	-2.72841	0	7.90505e-323
7.77787	0.28466	-2.71683	0.37518	1.08064	7.46173	0.143776	8.05411	0.247878	1.47701e+15	8.05	7.90505e-323
7.52162	0.0981739	-2.69327	0.533035	1.11458	7.37986	0.0951006	7.9	0.2	-2.72708	-0.909025	7.90505e-323
7.26411	0.00161747	-2.71078	0.604785	1.07331	7.32548	-0.0461763	7.74339	0.144028	1.47701e+15	7.75	7.90505e-323
7.06956	-0.299154	-2.68861	0.810983	1.1459	7.09668	-0.264116	7.6	0.100001	-2.73169	-0.910554	7.90505e-323
6.81432	-0.351961	-2.69461	0.796835	1.03123	6.64638	-0.45061	7.45362	0.0452052	1.47701e+15	7.45	7.90505e-323
6.64982	-0.647506	-2.70645	0.965161	1.07905	6.50462	-0.718	7.3	0.0500011	-2.99789	0	7.90505e-323
6.51946	-0.947989	-2.72379	1.12208	1.11485	6.42547	-0.999512	7.16618	0.0287673	1.47701e+15	7.15	7.90505e-323
6.3834	-1.21613	-2.73625	1.22995	1.10363	6.14523	-1.27904	7.05	-0.0499995	-1.81811	-1.81813	7.90505e-323
6.37846	-1.61032	-2.78737	1.45432	1.19823	6.37158	-1.60661	6.95426	-0.147757	1.47701e+15	6.95	7.90505e-323
6.36417	-1.90471	-2.79031	1.58347	1.20172	6.34	-1.88987	6.85	-0.25	-1.81646	-1.81646	7.90505e-323
6.37724	-2.18512	-2.77619	1.6948	1.18619	6.45002	-2.23466	6.76395	-0.345347	1.47701e+15	6.75	7.90505e-323
6.45313	-2.50295	-2.7951	1.84313	1.20251	6.4979	-2.56206	6.65	-0.45	-1.81901	-1.819	7.90505e-323
6.49515	-2.7581	-2.73617	1.92049	1.14746	6.46538	-2.81029	6.54569	-0.565853	1.47701e+15	6.55	7.90505e-323
6.58977	-3.05001	-2.75683	2.04016	1.14369	6.36717	-3.08903	6.5	-0.749999	-0.909789	-3.63914	7.90505e-323
6.70771	-3.32581	-2.75398	2.14295	1.12106	6.6454	-3.53435	6.4494	-0.940848	1.47701e+15	6.45	7.90505e-323
6.83452	-3.58753	-2.74197	2.2334	1.09057	6.70981	-3.81998	6.4	-1.1	-1.0002	-3.00061	7.90505e-323
6.95983	-3.83312	-2.7159	2.30967	1.05266	6.72525	-4.05329	6.34405	-1.26138	1.47701e+15	6.35	7.90505e-323
7.08297	-4.05255	-2.67337	2.37252	1.01172	6.86491	-4.32753	6.3	-1.35	-1.00035	-2.00072	7.90505e-323
7.23476	-4.29129	-2.71348	2.44151	0.988764	6.99339	-4.57763	6.25356	-1.42931	1.47701e+15	6.25	7.90505e-323
7.3777	-4.49177	-2.68776	2.49835	0.956608	7.11889	-4.79341	6.25	-1.6	0	-2.99288	7.90505e-323
7.5393	-4.70471	-2.67547	2.55322	0.923226	7.28536	-5.09276	6.23547	-1.75335	1.47701e+15	6.25	7.90505e-323
7.71055	-4.96038	-2.72912	2.5902	0.880688	7.33914	-5.30864	6.3	-1.9	0.909739	-2.72921	7.90505e-323
7.86981	-5.1565	-2.70165	2.62961	0.847667	7.59167	-5.64447	6.34873	-2.05372	1.47701e+15	6.35	7.90505e-323
8.04223	-5.3976	-2.72181	2.652	0.801524	7.6402	-5.81769	6.35	-2.2	0	-2.72782	7.90505e-323
8.2265	-5.5936	-2.67837	2.69271	0.773046	7.91394	-6.15143	6.36917	-2.33894	1.47701e+15	6.35	7.90505e-323
8.42012	-5.82996	-2.68157	2.71091	0.728503	8.10134	-6.38026	6.35	-2.55	0	-3.63689	7.90505e-323
8.62418	-6.08715	-2.70275	2.71529	0.676455	8.3424	-6.65648	6.34287	-2.73391	1.47701e+15	6.35	7.90505e-323
8.81515	-6.32419	-2.68801	2.72286	0.635139	8.46635	-6.96022	6.4	-2.9	0.908854	-2.72658	7.90505e-323
8.9935	-6.58169	-2.67456	2.7149	0.586855	8.53661	-7.23635	6.43866	-3.06257	1.47701e+15	6.45	7.90505e-323
9.162	-6.84672	-2.66996	2.6956	0.535684	8.70486	-7.48959	6.5	-3.2	0.908863	-2.72658	7.90505e-323
9.31679	-7.10015	-2.64932	2.67757	0.4908	8.74707	-7.66927	6.53579	-3.34211	1.47701e+15	6.55	7.90505e-323
9.47399	-7.36634	-2.62355	2.65634	0.446272	8.88546	-7.96913	6.6	-3.5	0.908714	-2.72613	7.90505e-323
9.62581	-7.6385	-2.59897	2.63028	0.401885	9.03618	-8.239	6.64657	-3.63945	1.47701e+15	6.65	7.90505e-323
9.77098	-7.92012	-2.59807	2.59336	0.352241	9.14011	-8.44049	6.7	-3.8	0.909565	-2.72871	7.90505e-323
9.89156	-8.19085	-2.58247	2.55524	0.308135	9.23666	-8.722	6.74885	-3.96368	1.47701e+15	6.75	7.90505e-323
9.99983	-8.46373	-2.5312	2.51922	0.270954	9.47823	-9.13791	6.8	-4.1	0.908566	-2.72568	7.90505e-323
10.1161	-8.75185	-2.50704	2.4783	0.22968	9.44585	-9.27158	6.85796	-4.25464	1.47701e+15	6.85	7.90505e-323
10.2351	-9.05883	-2.4966	2.43135	0.187558	9.6872	-9.68187	6.95	-4.4	1.81821	-2.72732	7.90505e-323
10.3528	-9.37595	-2.50883	2.38015	0.146252	9.86489	-10.0711	7.04679	-4.55716	1.47701e+15	7.05	7.90505e-323
10.4008	-9.67542	-2.45601	2.31842	0.101783	9.75497	-10.1932	7.1	-4.7	0.91085	-2.73253	7.90505e-323
10.4749	-9.98508	-2.44513	2.2642	0.0645582	9.77249	-10.4428	7.13435	-4.85502	1.47701e+15	7.15	7.90505e-323
10.4972	-10.3141	-2.40245	2.18726	0.0150537	9.86786	-10.8223	7.2	-4.95	1.00033	-2.00068	7.90505e-323
10.513	-10.6424	-2.37687	2.11203	-0.0296234	9.84594	-11.0973	7.25317	-5.04605	1.47701e+15	7.25	7.90505e-323
10.5285	-10.9627	-2.37172	2.04392	-0.0654092	9.8926	-11.4631	7.35	-5.2	1.9976	-2.9964	7.90505e-323
10.4704	-11.3057	-2.3361	1.9377	-0.126453	9.89882	-11.7746	7.43604	-5.34825	1.47701e+15	7.45	7.90505e-323
10.3766	-11.6578	-2.30159	1.81802	-0.192673	9.75738	-12.0161	7.5	-5.45	0.908252	-1.8165	7.90505e-323
10.1988	-12.0197	-2.25555	1.65615	-0.285437	9.60373	-12.2428	7.55662	-5.56714	1.47701e+15	7.55	7.90505e-323
9.91217	-12.3812	-2.20233	1.43499	-0.416657	9.38815	-12.3607	7.65	-5.7	1.81785	-2.72677	7.90505e-323
9.59147	-12.7317	-2.1826	1.19673	-0.551381	9.33568	-12.8372	7.76459	-5.8425	1.47701e+15	7.75	7.90505e-323
9.33171	-12.9814	-2.17417	1.02927	-0.62596	8.97697	-12.8161	7.8	-5.95	0.909078	-1.81815	7.90505e-323
9.04804	-13.1877	-2.17063	0.861305	-0.695024	8.64934	-12.9537	7.85921	-6.04502	1.47701e+15	7.85	7.90505e-323
8.59097	-13.3793	-2.20326	0.560291	-0.859036	8.43462	-13.263	7.95	-6.2	1.8197	-2.72955	7.90505e-323
8.21506	-13.4658	-2.23676	0.327488	-0.965426	8.10139	-13.1447	8.05619	-6.36041	1.47701e+15	8.05	7.90505e-323
7.97133	-13.5085	-2.23166	0.213418	-0.974188	7.85182	-13.2702	8.15	-6.5	1.8187	-2.72807	7.90505e-323
7.61336	-13.4935	-2.27846	-0.00556233	-1.05917	7.51359	-13.2891	8.25446	-6.64851	1.47701e+15	8.25	7.90505e-323
7.3471	-13.453	-2.27449	-0.135322	-1.06709	7.19553	-13.2012	8.3	-6.75	0.908979	-1.81795	7.90505e-323
7.07513	-13.3792	-2.28276	-0.276044	-1.08218	6.87644	-13.2105	8.31728	-6.8399	1.47701e+15	8.35	7.90505e-323
6.85176	-13.3146	-2.23657	-0.356611	-1.04533	6.53838	-13.1322	8.4	-7	0.909094	-2.72732	7.90505e-323
6.59803	-13.1911	-2.24541	-0.489661	-1.0535	6.22921	-13.0167	8.44183	-7.15372	1.47701e+15	8.45	7.90505e-323
6.33484	-13.0052	-2.30889	-0.659658	-1.09197	5.95573	-12.8757	8.55	-7.3	1.81751	-2.72628	7.90505e-323
6.12284	-12.8495	-2.30533	-0.772089	-1.08135	5.73901	-12.8863	8.65899	-7.4699	1.47701e+15	8.65	7.90505e-323
5.90138	-12.659	-2.35404	-0.895766	-1.08172	5.41889	-12.699	8.7	-7.55	0.908615	-1.81723	7.90505e-323
5.70203	-12.4597	-2.38282	-1.00438	-1.07022	5.16911	-12.5003	8.76769	-7.64094	1.47701e+15	8.75	7.90505e-323
5.52148	-12.2647	-2.41262	-1.09565	-1.05244	4.99996	-12.3538	8.85	-7.8	1.8215	-2.73224	7.90505e-323
5.38677	-12.0587	-2.40781	-1.18848	-1.0396	4.83937	-12.0439	8.95669	-7.95155	1.47701e+15	8.95	7.90505e-323
5.16596	-11.8519	-2.50892	-1.23167	-0.994493	4.5839	-11.6711	9	-8.1	0.999025	-2.99707	7.90505e-323
5.07013	-11.6206	-2.4927	-1.3253	-0.987732	4.53697	-11.5591	9.05476	-8.24211	1.47701e+15	9.05	7.90505e-323
4.82154	-11.3993	-2.59912	-1.32256	-0.913985	4.47604	-11.2089	9.1	-8.35	0.908285	-1.81657	7.90505e-323
4.8123	-11.1017	-2.55765	-1.45861	-0.935407	4.39651	-10.8822	9.14025	-8.44981	1.47701e+15	9.15	7.90505e-323
4.73616	-10.8342	-2.56901	-1.53185	-0.915834	4.493	-10.7885	9.2	-8.6	0.91012	-2.73036	7.90505e-323
4.68818	-10.5516	-2.58093	-1.6092	-0.899759	4.44399	-10.3941	9.25031	-8.76071	1.47701e+15	9.25	7.90505e-323
4.68567	-10.2686	-2.58522	-1.69632	-0.892014	4.53204	-10.1814	9.3	-8.9	0.909524	-2.72856	7.90505e-323
4.72437	-9.96954	-2.59634	-1.79287	-0.889875	4.57622	-9.70975	9.34431	-9.04587	1.47701e+15	9.35	7.90505e-323
4.81161	-9.68285	-2.60213	-1.89865	-0.894902	4.76627	-9.54952	9.4	-9.2	0.999066	-2.99725	7.90505e-323
4.87392	-9.39905	-2.61281	-1.96826	-0.870417	4.89701	-9.18082	9.4452	-9.37195	1.47701e+15	9.45	7.90505e-323
5.07805	-9.13395	-2.62252	-2.11419	-0.908743	5.09012	-9.06486	9.5	-9.5	0.909706	-2.7291	7.90505e-323
5.21014	-8.87178	-2.62971	-2.19214	-0.888838	5.21345	-8.63875	9.55098	-9.64789	1.47701e+15	9.55	7.90505e-323
5.36506	-8.6208	-2.6362	-2.27	-0.870678	5.35874	-8.39385	9.6	-9.8	1.00048	-3.00143	7.90505e-323
5.47228	-8.39189	-2.61788	-2.29426	-0.808609	5.63723	-8.3352	9.62408	-9.94149	1.47701e+15	9.65	7.90505e-323
5.67717	-8.1629	-2.63842	-2.38175	-0.809014	5.69655	-7.84304	9.7	-10.05	0.998785	-1.99755	7.90505e-323
5.91098	-7.94875	-2.65616	-2.4736	-0.810209	5.9537	-7.7033	9.7457	-10.1502	1.47701e+15	9.75	7.90505e-323
6.11273	-7.74737	-2.65389	-2.52347	-0.774028	6.27	-7.55894	9.75	-10.3	0	-2.72851	7.90505e-323
6.32068	-7.55019	-2.65186	-2.56736	-0.736326	6.44365	-7.32743	9.76557	-10.4501	1.47701e+15	9.75	7.90505e-323
6.54425	-7.37157	-2.64882	-2.61312	-0.703222	6.71635	-7.22979	9.8	-10.6	0.909012	-2.72704	7.90505e-323
6.7776	-7.21168	-2.66062	-2.67105	-0.691844	6.81357	-6.96259	9.85066	-10.7537	1.47701e+15	9.85	7.90505e-323
7.01102	-7.0435	-2.66191	-2.71295	-0.663606	7.00414	-6.76319	9.85	-10.9	0	-3.00318	7.90505e-323
7.2285	-6.86341	-2.64644	-2.72449	-0.607381	7.28718	-6.59248	9.85693	-11.0512	1.47701e+15	9.85	7.90505e-323
7.4707	-6.72462	-2.6508	-2.76296	-0.585718	7.58756	-6.53752	9.85	-11.2	0	-3.00013	7.90505e-323
7.74706	-6.6197	-2.68046	-2.83498	-0.601948	7.78988	-6.37954	9.84407	-11.3565	1.47701e+15	9.85	7.90505e-323
7.9619	-6.45766	-2.63525	-2.81629	-0.519613	8.1289	-6.31809	9.85	-11.5	0	-2.99592	7.90505e-323
8.18465	-6.26899	-2.60532	-2.79624	-0.447624	8.12981	-5.95044	9.83943	-11.6467	1.47701e+15	9.85	7.90505e-323
8.46931	-6.14899	-2.62711	-2.84468	-0.451994	8.45627	-5.87026	9.8	-11.75	-0.908731	-1.81746	7.90505e-323
8.73046	-6.00176	-2.62614	-2.85737	-0.421502	8.68227	-5.68169	9.74774	-11.8511	1.47701e+15	9.75	7.90505e-323
8.95596	-5.82351	-2.60059	-2.82722	-0.353127	8.99196	-5.51961	9.7	-12	-0.909591	-2.72875	7.90505e-323
9.19676	-5.66465	-2.59081	-2.81353	-0.307592	9.25593	-5.41629	9.64482	-12.1455	1.47701e+15	9.65	7.90505e-323
9.3961	-5.42956	-2.54251	-2.73507	-0.203009	9.35852	-5.15981	9.6	-12.3	-0.908879	-2.72667	7.90505e-323
9.62556	-5.21941	-2.53411	-2.69385	-0.148092	9.60543	-4.91132	9.55167	-12.4583	1.47701e+15	9.55	7.90505e-323
9.86576	-5.02669	-2.53189	-2.66111	-0.103948	10.0131	-4.84834	9.45	-12.55	-1.82006	-1.82006	7.90505e-323
10.0749	-4.81631	-2.52853	-2.61941	-0.0605097	9.99977	-4.51909	9.359	-12.6499	1.47701e+15	9.35	7.90505e-323
10.2581	-4.56535	-2.51727	-2.5465	0.00773494	10.1567	-4.25503	9.2	-12.75	-3.00047	-2.00033	7.90505e-323
10.4711	-4.3451	-2.52331	-2.5145	0.0299165	10.3715	-4.04505	9.028	-12.8337	1.47701e+15	9.05	7.90505e-323
10.6798	-4.1175	-2.52947	-2.47735	0.0556652	10.6459	-3.84961	8.95	-12.9	-1.81543	-0.907707	7.90505e-323
10.8851	-3.88109	-2.53685	-2.43467	0.0851119	10.9384	-3.6422	8.84257	-12.9684	1.47701e+15	8.85	7.90505e-323
11.038	-3.57276	-2.53346	-2.32952	0.170338	11.1095	-3.32648	8.7	-13.05	-2.73134	-1.82089	7.90505e-323
11.1644	-3.25587	-2.53473	-2.23211	0.236071	10.9851	-2.95299	8.55319	-13.1445	1.47701e+15	8.55	7.90505e-323
11.2224	-2.88138	-2.53268	-2.07666	0.351069	11.0233	-2.67356	8.4	-13.15	-2.99683	0	7.90505e-323
11.2808	-2.53265	-2.54314	-1.94644	0.433848	11.2541	-2.42353	8.25965	-13.1488	1.47701e+15	8.25	7.90505e-323
11.4161	-2.30401	-2.5383	-1.95727	0.373029	11.2203	-2.08998	8.1	-13.2	-2.72707	-0.909028	7.90505e-323
11.3938	-1.92544	-2.55227	-1.78487	0.494398	11.3928	-1.80815	7.95841	-13.2508	1.47701e+15	7.95	7.90505e-323
11.4061	-1.61079	-2.56154	-1.69265	0.527354	11.3341	-1.51762	7.8	-13.25	-2.7295	0	7.90505e-323
11.3416	-1.2634	-2.58303	-1.54655	0.609024	11.3121	-1.19064	7.62489	-13.249	1.47701e+15	7.65	7.90505e-323
11.1777	-0.904175	-2.6162	-1.35109	0.728549	10.9982	-0.893223	7.5	-13.25	-2.99994	0	7.90505e-323
11.0553	-0.609402	-2.62393	-1.23946	0.755116	10.8362	-0.586	7.3419	-13.2474	1.47701e+15	7.35	7.90505e-323
10.79	-0.30694	-2.68069	-1.02079	0.886828	10.6309	-0.359954	7.2	-13.2	-2.72698	0.908995	7.90505e-323
10.6102	-0.0868237	-2.67377	-0.918623	0.894112	10.4322	-0.19515	7.04935	-13.1606	1.47701e+15	7.05	7.90505e-323
10.3508	0.116376	-2.69171	-0.76622	0.946083	10.2068	-0.109014	6.85	-13.15	-3.63709	0	7.90505e-323
10.0747	0.275244	-2.69716	-0.623944	0.981839	9.89001	0.00816785	6.65123	-13.1604	1.47701e+15	6.65	7.90505e-323
9.82836	0.389482	-2.65275	-0.523347	0.973279	9.63528	0.0929341	6.5	-13.1	-3.0006	1.00018	7.90505e-323
9.55134	0.472574	-2.64411	-0.394168	0.995119	9.56225	0.148577	6.35317	-13.0396	1.47701e+15	6.35	7.90505e-323
9.24904	0.514319	-2.632	-0.258512	1.01636	9.0821	0.207802	6.25	-13.05	-1.81729	0	7.90505e-323
8.9507	0.526745	-2.62938	-0.124414	1.03564	8.94634	0.26481	6.14459	-13.0471	1.47701e+15	6.15	7.90505e-323
8.63742	0.493922	-2.62506	0.0164603	1.05509	8.46866	0.251128	6	-12.95	-2.72861	1.81906	7.90505e-323
8.33597	0.425832	-2.62497	0.15515	1.07164	8.28111	0.196974	5.86379	-12.8408	1.47701e+15	5.85	7.90505e-323
8.0121	0.41536	-2.7262	0.244304	1.0485	7.74678	0.154598	5.7	-12.8	-2.99988	0.999964	7.90505e-323
7.75257	0.25093	-2.68948	0.397462	1.0841	7.61982	0.157052	5.55118	-12.7486	1.47701e+15	5.55	7.90505e-323
7.47945	0.160362	-2.71451	0.487506	1.0627	7.34481	0.102019	5.45	-12.7	-2.00001	1	7.90505e-323
7.22072	-0.0343208	-2.7116	0.631315	1.08245	7.05721	-0.05037	5.35556	-12.6423	1.47701e+15	5.35	7.90505e-323
6.98823	-0.244213	-2.71378	0.764787	1.0932	6.87212	-0.243254	5.25	-12.55	-1.99732	1.99733	7.90505e-323
6.77523	-0.438979	-2.71524	0.865166	1.07623	6.75759	-0.453523	5.13769	-12.4355	1.47701e+15	5.15	7.90505e-323
6.59284	-0.684458	-2.7197	0.983116	1.07356	6.60439	-0.765755	5.05	-12.35	-1.8206	1.82059	7.90505e-323
6.50611	-1.06716	-2.75605	1.20827	1.16963	6.35624	-1.10001	4.94432	-12.2438	1.47701e+15	4.95	7.90505e-323
6.43292	-1.38755	-2.78049	1.36641	1.20009	6.30992	-1.40686	4.85	-12.1	-1.9998	2.99969	7.90505e-323
6.40979	-1.70679	-2.7874	1.51508	1.21466	6.50996	-1.74616	4.75047	-11.9578	1.47701e+15	4.75	7.90505e-323
6.39113	-1.99347	-2.77071	1.62385	1.19057	6.38849	-2.02257	4.7	-11.85	-1.00002	2.00003	7.90505e-323
6.38666	-2.26262	-2.75173	1.71702	1.15983	6.28921	-2.27735	4.63967	-11.7513	1.47701e+15	4.65	7.90505e-323
6.4442	-2.56068	-2.77338	1.84844	1.1702	6.30986	-2.56694	4.6	-11.6	-0.998955	2.99688	7.90505e-323
6.52669	-2.85187	-2.77727	1.96854	1.16274	6.40481	-2.87127	4.56619	-11.4576	1.47701e+15	4.55	7.90505e-323
6.63019	-3.12238	-2.74737	2.06644	1.13017	6.70928	-3.32749	4.5	-11.3	-1.00106	3.00319	7.90505e-323
6.73818	-3.39887	-2.75206	2.16326	1.10624	6.52015	-3.55608	4.46017	-11.1425	1.47701e+15	4.45	7.90505e-323
6.87335	-3.65871	-2.74802	2.25669	1.0815	6.71319	-3.83967	4.45	-11.05	0	1.8168	7.90505e-323
7.06403	-3.91922	-2.77224	2.36178	1.06819	7.13409	-4.28567	4.43803	-10.9525	1.47701e+15	4.45	7.90505e-323
7.21728	-4.14211	-2.72985	2.43518	1.03096	7.00947	-4.44692	4.45	-10.8	0	3.00139	7.90505e-323
7.38935	-4.3811	-2.73544	2.50559	0.998065	7.15974	-4.75194	4.45507	-10.6618	1.47701e+15	4.45	7.90505e-323
7.57393	-4.63917	-2.77996	2.56416	0.961011	7.2829	-5.01975	4.45	-10.55	0	2.00041	7.90505e-323
7.73302	-4.86195	-2.76981	2.60764	0.920984	7.32687	-5.26205	4.45187	-10.4417	1.47701e+15	4.45	7.90505e-323
7.89686	-5.07936	-2.75689	2.64604	0.881572	7.47116	-5.48352	4.5	-10.3	0.999584	2.99875	7.90505e-323
8.08617	-5.29989	-2.73942	2.68578	0.843415	7.78563	-5.85993	4.55349	-10.1343	1.47701e+15	4.55	7.90505e-323
8.26391	-5.52701	-2.72529	2.71174	0.800115	7.79663	-6.00945	4.55	-10	0	2.72717	7.90505e-323
8.44897	-5.80619	-2.76859	2.70548	0.735368	8.04642	-6.30578	4.55922	-9.84124	1.47701e+15	4.55	7.90505e-323
8.62589	-6.00005	-2.72156	2.73325	0.708098	8.26534	-6.60186	4.65	-9.7	1.8193	2.72895	7.90505e-323
8.7988	-6.23702	-2.70047	2.73767	0.662457	8.2109	-6.73286	4.7439	-9.53522	1.47701e+15	4.75	7.90505e-323
8.99522	-6.53497	-2.72356	2.71442	0.596634	8.61718	-7.22425	4.8	-9.4	1.00006	3.00019	7.90505e-323
9.17887	-6.79163	-2.70942	2.70603	0.550589	8.69659	-7.3744	4.8446	-9.24095	1.47701e+15	4.85	7.90505e-323
